Feature,PC,r,p_value
feature_3_dominant_freq_WINDOW_2,PC27,0.11527768266399271,0.20992543252259543
feature_3_dominant_freq_WINDOW_2,PC28,-0.19364528503774964,0.03407552497792893
feature_3_dominant_freq_WINDOW_2,PC29,0.12698538956003702,0.16694187876005234
feature_3_dominant_freq_WINDOW_2,PC30,0.11410713329634212,0.21462229292776533
feature_3_dominant_freq_WINDOW_2,PC31,0.1574873204555916,0.08582086940228367
feature_3_dominant_freq_WINDOW_2,PC32,0.07379279843114107,0.4231366065084499
feature_3_dominant_freq_WINDOW_2,PC33,-0.04641916572873689,0.6146510145389777
feature_3_dominant_freq_WINDOW_2,PC34,-0.08803700996069475,0.3389909130742717
feature_3_dominant_freq_WINDOW_2,PC35,0.07977667833543672,0.38641111582389426
feature_3_dominant_freq_WINDOW_2,PC36,0.004453323754603236,0.9614984035961545
feature_3_dominant_freq_WINDOW_2,PC37,-0.13864803077489535,0.13098735411938567
feature_3_dominant_freq_WINDOW_2,PC38,-0.0020859947928181313,0.9819599537685005
feature_3_dominant_freq_WINDOW_2,PC39,0.003309565006621055,0.9713819579834772
feature_3_dominant_freq_WINDOW_2,PC40,0.06783448915532127,0.46163316562763346
feature_3_dominant_freq_WINDOW_2,PC41,0.003825615006432498,0.9669219916162091
feature_3_dominant_freq_WINDOW_2,PC42,0.18717114608665805,0.04065573150043757
feature_3_dominant_freq_WINDOW_2,PC43,-0.0030663192463578695,0.9734845263141599
feature_3_dominant_freq_WINDOW_2,PC44,-0.016885338560730215,0.854761458977216
feature_3_dominant_freq_WINDOW_2,PC45,-0.020926333141663814,0.8205311058305235
feature_3_dominant_freq_WINDOW_2,PC46,-0.05583171141585789,0.5447293691592363
feature_3_dominant_freq_WINDOW_2,PC47,0.054372681381047325,0.5553079041978805
feature_3_dominant_freq_WINDOW_2,PC48,-0.05403047451838151,0.5578033023016516
feature_3_dominant_freq_WINDOW_2,PC49,-0.0794429279852194,0.38840745000548116
feature_3_dominant_freq_WINDOW_2,PC50,0.06952872263125315,0.4504945989926159
feature_3_dominant_freq_WINDOW_2,PC51,0.0604721873239876,0.5117554408968565
feature_3_dominant_freq_WINDOW_2,PC52,-0.047962561887038076,0.6029215937352226
feature_3_dominant_freq_WINDOW_2,PC53,0.04758690970411844,0.6057672913635178
feature_3_dominant_freq_WINDOW_2,PC54,0.043672492094330585,0.6357660623073116
feature_3_dominant_freq_WINDOW_2,PC55,0.013508007890123668,0.8835814218953412
feature_3_dominant_freq_WINDOW_2,PC56,-0.00527833210605267,0.9543728027661357
feature_3_dominant_freq_WINDOW_2,PC57,-0.02541524929213732,0.7829009998307404
feature_3_dominant_freq_WINDOW_2,PC58,-0.02888454676069696,0.7541531611833593
feature_3_dominant_freq_WINDOW_2,PC59,-0.0018992491543310605,0.9835747262532281
feature_3_dominant_freq_WINDOW_2,PC60,0.00212919236166691,0.9815864384880817
feature_3_dominant_freq_WINDOW_2,PC61,0.03132684976050998,0.7341126536771577
feature_3_dominant_freq_WINDOW_2,PC62,-0.016380915120098406,0.8590547062775984
feature_3_dominant_freq_WINDOW_2,PC63,0.0008811400842436094,0.9923792204266577
feature_3_dominant_freq_WINDOW_2,PC64,0.015843479249827822,0.8636334571504279
feature_3_dominant_freq_WINDOW_2,PC65,-0.01214381886832111,0.8952680071214573
feature_3_dominant_freq_WINDOW_2,PC66,-0.005270350498091297,0.9544417236147764
feature_3_dominant_freq_WINDOW_2,PC67,0.007913900557661429,0.9316362414283237
feature_3_dominant_freq_WINDOW_2,PC68,0.0002901383810077658,0.9974906257495125
feature_3_dominant_freq_WINDOW_2,PC69,-0.006222873585472816,0.946219245471745
feature_3_dominant_freq_WINDOW_2,PC70,-0.001259688915095248,0.9891054086409498
feature_3_dominant_freq_WINDOW_2,PC71,0.018060973892960012,0.8447720657950011
feature_3_dominant_freq_WINDOW_2,PC72,0.004264093160561984,0.9631332376788175
feature_3_dominant_freq_WINDOW_2,PC73,0.0009140480108182636,0.9920946163059364
feature_3_dominant_freq_WINDOW_2,PC74,0.031457621423993914,0.7330444865872475
feature_3_dominant_freq_WINDOW_2,PC75,-0.003329488429597398,0.9712097523524351
feature_3_dominant_freq_WINDOW_3,PC1,-0.04931312646269968,0.5927400266101563
feature_3_dominant_freq_WINDOW_3,PC2,0.26937805712330165,0.002927944285735171
feature_3_dominant_freq_WINDOW_3,PC3,0.04047811627304365,0.6606946295477978
feature_3_dominant_freq_WINDOW_3,PC4,-0.16699649496433439,0.06829866658340246
feature_3_dominant_freq_WINDOW_3,PC5,-0.028285228040436636,0.7590965846582719
feature_3_dominant_freq_WINDOW_3,PC6,-0.1380073578619711,0.13279430243717028
feature_3_dominant_freq_WINDOW_3,PC7,-0.1253530750550218,0.17250818411381624
feature_3_dominant_freq_WINDOW_3,PC8,0.05447620146345486,0.5545540900520338
feature_3_dominant_freq_WINDOW_3,PC9,-0.26850947262997277,0.0030244581877852876
feature_3_dominant_freq_WINDOW_3,PC10,-0.1301033467986775,0.15668164176296717
feature_3_dominant_freq_WINDOW_3,PC11,-0.13625076589678592,0.13784631630375013
feature_3_dominant_freq_WINDOW_3,PC12,0.4355080873798546,6.651544635517476e-07
feature_3_dominant_freq_WINDOW_3,PC13,-0.07062573051983888,0.44336334521140336
feature_3_dominant_freq_WINDOW_3,PC14,0.30161135373300874,0.0008147956482493646
feature_3_dominant_freq_WINDOW_3,PC15,0.2304190551395673,0.011345921068060235
feature_3_dominant_freq_WINDOW_3,PC16,-0.0047049666612322405,0.9593246148478743
feature_3_dominant_freq_WINDOW_3,PC17,-0.08105158169752792,0.378842352207069
feature_3_dominant_freq_WINDOW_3,PC18,-0.22093009010610118,0.015313469576205503
feature_3_dominant_freq_WINDOW_3,PC19,-0.07162849077591596,0.43690084561321685
feature_3_dominant_freq_WINDOW_3,PC20,-0.10292254371155833,0.26329691708273745
feature_3_dominant_freq_WINDOW_3,PC21,-0.052060115331217995,0.5722751438656143
feature_3_dominant_freq_WINDOW_3,PC22,-0.06125257565675936,0.5063130263954687
feature_3_dominant_freq_WINDOW_3,PC23,0.05624841258306881,0.5417263718036553
feature_3_dominant_freq_WINDOW_3,PC24,0.09304652057531462,0.31211230280327873
feature_3_dominant_freq_WINDOW_3,PC25,0.18321731074729547,0.04517442974994143
feature_3_dominant_freq_WINDOW_3,PC26,0.031570563954024605,0.732122361611255
feature_3_dominant_freq_WINDOW_3,PC27,0.09759056311349487,0.28896497808480925
feature_3_dominant_freq_WINDOW_3,PC28,0.02452063016890876,0.7903635945685947
feature_3_dominant_freq_WINDOW_3,PC29,0.1771623592939636,0.05289903108826145
feature_3_dominant_freq_WINDOW_3,PC30,0.002594557312560017,0.9775628490348124
feature_3_dominant_freq_WINDOW_3,PC31,-0.04943205363859222,0.5918472046632668
feature_3_dominant_freq_WINDOW_3,PC32,0.11826776550866401,0.19826225610917347
feature_3_dominant_freq_WINDOW_3,PC33,0.2512481056273548,0.005639724267836081
feature_3_dominant_freq_WINDOW_3,PC34,0.07090733366630922,0.4415430701086479
feature_3_dominant_freq_WINDOW_3,PC35,0.1044835952570742,0.25608549870998953
feature_3_dominant_freq_WINDOW_3,PC36,-0.08399653237622424,0.36170652714634993
feature_3_dominant_freq_WINDOW_3,PC37,-0.005500636511277843,0.9524533507494671
feature_3_dominant_freq_WINDOW_3,PC38,0.06129330167683367,0.5060298312801776
feature_3_dominant_freq_WINDOW_3,PC39,-0.1772807180375673,0.05273820889478209
feature_3_dominant_freq_WINDOW_3,PC40,0.0561188898109478,0.5426589159357937
feature_3_dominant_freq_WINDOW_3,PC41,-0.041780556475491004,0.6504836034693786
feature_3_dominant_freq_WINDOW_3,PC42,-0.021783114852696482,0.813314379510895
feature_3_dominant_freq_WINDOW_3,PC43,0.06539605195190279,0.47792757797350766
feature_3_dominant_freq_WINDOW_3,PC44,0.08341369318947744,0.36505926755122353
feature_3_dominant_freq_WINDOW_3,PC45,0.1187168307816118,0.19655185084000756
feature_3_dominant_freq_WINDOW_3,PC46,0.0701077720604717,0.4467224428158183
feature_3_dominant_freq_WINDOW_3,PC47,0.06839522173638529,0.45792997228351134
feature_3_dominant_freq_WINDOW_3,PC48,-0.0011340607746968268,0.9901918637216284
feature_3_dominant_freq_WINDOW_3,PC49,-0.0014755164656078817,0.9872389402791122
feature_3_dominant_freq_WINDOW_3,PC50,0.03152160521931173,0.7325220408691404
feature_3_dominant_freq_WINDOW_3,PC51,-0.1165998951710458,0.20470890591051172
feature_3_dominant_freq_WINDOW_3,PC52,-0.011092861738734347,0.9042866934005463
feature_3_dominant_freq_WINDOW_3,PC53,-0.033991927453508916,0.7124467994558394
feature_3_dominant_freq_WINDOW_3,PC54,-0.05071763607712623,0.5822351170323427
feature_3_dominant_freq_WINDOW_3,PC55,-0.032766899516161,0.7223784916986395
feature_3_dominant_freq_WINDOW_3,PC56,-0.016466974658451275,0.8583219418325971
feature_3_dominant_freq_WINDOW_3,PC57,0.0725274823220294,0.43115291462509575
feature_3_dominant_freq_WINDOW_3,PC58,0.011349809986083023,0.9020805460499823
feature_3_dominant_freq_WINDOW_3,PC59,0.0034982358888766135,0.9697512585870492
feature_3_dominant_freq_WINDOW_3,PC60,0.039901776786261944,0.6652332061444481
feature_3_dominant_freq_WINDOW_3,PC61,0.0251460744466045,0.7851443212637376
feature_3_dominant_freq_WINDOW_3,PC62,0.012676879015151923,0.890698632661303
feature_3_dominant_freq_WINDOW_3,PC63,0.03111072745762488,0.7358790936761512
feature_3_dominant_freq_WINDOW_3,PC64,-0.020202785709984496,0.8266373220404387
feature_3_dominant_freq_WINDOW_3,PC65,0.03502581460279634,0.7041019681995193
feature_3_dominant_freq_WINDOW_3,PC66,-0.007624748886040755,0.9341283443503124
feature_3_dominant_freq_WINDOW_3,PC67,0.00037768381073625956,0.9967334588587052
feature_3_dominant_freq_WINDOW_3,PC68,0.03354703653326985,0.7160482103969287
feature_3_dominant_freq_WINDOW_3,PC69,-0.016177991896368215,0.8607829942993208
feature_3_dominant_freq_WINDOW_3,PC70,-0.011878087442456033,0.8975471398544301
feature_3_dominant_freq_WINDOW_3,PC71,-0.009425028220668145,0.918623641085684
feature_3_dominant_freq_WINDOW_3,PC72,-0.03808950088055722,0.6795830242357576
feature_3_dominant_freq_WINDOW_3,PC73,0.005911547061363993,0.9489061338674033
feature_3_dominant_freq_WINDOW_3,PC74,0.010764473191091497,0.9071072841904161
feature_3_dominant_freq_WINDOW_3,PC75,-0.03161499525329972,0.7317597045812085
feature_3_lag1_autocorr_WINDOW_1,PC1,0.051597559699427656,0.5756978527074524
feature_3_lag1_autocorr_WINDOW_1,PC2,0.07352835926409819,0.4248047814991786
feature_3_lag1_autocorr_WINDOW_1,PC3,0.05749523315981009,0.5327900427680289
feature_3_lag1_autocorr_WINDOW_1,PC4,0.22252672373135224,0.014571590486180392
feature_3_lag1_autocorr_WINDOW_1,PC5,0.22911710552245926,0.011830505576987055
feature_3_lag1_autocorr_WINDOW_1,PC6,0.22817169890993774,0.01219364959577711
feature_3_lag1_autocorr_WINDOW_1,PC7,0.2955153949365116,0.0010497937160425734
feature_3_lag1_autocorr_WINDOW_1,PC8,0.14872457396381977,0.10498057022764655
feature_3_lag1_autocorr_WINDOW_1,PC9,0.1632951069910466,0.07473833176595772
feature_3_lag1_autocorr_WINDOW_1,PC10,0.07659382751655158,0.4057005333449792
feature_3_lag1_autocorr_WINDOW_1,PC11,0.1974566312813556,0.03063981951951961
feature_3_lag1_autocorr_WINDOW_1,PC12,-0.23894429532407307,0.008581458483393211
feature_3_lag1_autocorr_WINDOW_1,PC13,-0.13339176846009806,0.14637978539158358
feature_3_lag1_autocorr_WINDOW_1,PC14,0.08882326513268338,0.3346779640515443
feature_3_lag1_autocorr_WINDOW_1,PC15,-0.07890010174537862,0.391667590470332
feature_3_lag1_autocorr_WINDOW_1,PC16,-0.30576032943621473,0.0006835584151489246
feature_3_lag1_autocorr_WINDOW_1,PC17,-0.09248998623929053,0.31502797581278036
feature_3_lag1_autocorr_WINDOW_1,PC18,-0.20635611710380256,0.023743592567825232
feature_3_lag1_autocorr_WINDOW_1,PC19,0.11555554045654737,0.20882139176338452
feature_3_lag1_autocorr_WINDOW_1,PC20,0.2294340781229271,0.011710889539797037
feature_3_lag1_autocorr_WINDOW_1,PC21,0.09785944281715245,0.2876320620804694
feature_3_lag1_autocorr_WINDOW_1,PC22,0.16946566292116963,0.06425881000715684
feature_3_lag1_autocorr_WINDOW_1,PC23,-0.06949558870402434,0.45071098379377045
feature_3_lag1_autocorr_WINDOW_1,PC24,-0.05382048468204997,0.5593372257790035
feature_3_lag1_autocorr_WINDOW_1,PC25,-0.18798394277083427,0.03977530442884562
feature_3_lag1_autocorr_WINDOW_1,PC26,0.19495205856173656,0.03286263362664238
feature_3_lag1_autocorr_WINDOW_1,PC27,-0.12652352667979097,0.1685031660385079
feature_3_lag1_autocorr_WINDOW_1,PC28,0.10394010345012197,0.25858067758265496
feature_3_lag1_autocorr_WINDOW_1,PC29,0.1095820510847841,0.23348151649784982
feature_3_lag1_autocorr_WINDOW_1,PC30,-0.11160494792368672,0.22491206531665459
feature_3_lag1_autocorr_WINDOW_1,PC31,-0.051368629355700295,0.5773953602971441
feature_3_lag1_autocorr_WINDOW_1,PC32,0.04783833463320849,0.603862001610095
feature_3_lag1_autocorr_WINDOW_1,PC33,0.11014995212553051,0.23105301575428036
feature_3_lag1_autocorr_WINDOW_1,PC34,0.1362053064339878,0.13797897396845382
feature_3_lag1_autocorr_WINDOW_1,PC35,-0.1671881545544562,0.06797788297487961
feature_3_lag1_autocorr_WINDOW_1,PC36,0.06045321261102156,0.5118881445156741
feature_3_lag1_autocorr_WINDOW_1,PC37,0.14462147386360924,0.11503416955978694
feature_3_lag1_autocorr_WINDOW_1,PC38,-0.06675315124279527,0.4688209402217536
feature_3_lag1_autocorr_WINDOW_1,PC39,0.04593570080438334,0.6183455185526324
feature_3_lag1_autocorr_WINDOW_1,PC40,0.09432788085752415,0.30546624149570306
feature_3_lag1_autocorr_WINDOW_1,PC41,0.1296884414143218,0.158019068486312
feature_3_lag1_autocorr_WINDOW_1,PC42,0.07930791556380848,0.38921678792145936
feature_3_lag1_autocorr_WINDOW_1,PC43,-0.033543987051395836,0.7160729177232116
feature_3_lag1_autocorr_WINDOW_1,PC44,-0.027735238252616982,0.7636416965063816
feature_3_lag1_autocorr_WINDOW_1,PC45,0.010874876266583275,0.906158880651628
feature_3_lag1_autocorr_WINDOW_1,PC46,0.0121305411951321,0.8953818673444075
feature_3_lag1_autocorr_WINDOW_1,PC47,0.08262309578596327,0.3696376341538772
feature_3_lag1_autocorr_WINDOW_1,PC48,0.004547713522560934,0.9606829942990044
feature_3_lag1_autocorr_WINDOW_1,PC49,-0.04440627039933141,0.6300955262231953
feature_3_lag1_autocorr_WINDOW_1,PC50,-0.003932313842808469,0.9659999689169031
feature_3_lag1_autocorr_WINDOW_1,PC51,-0.01908241104236026,0.8361127994649233
feature_3_lag1_autocorr_WINDOW_1,PC52,-0.022386519327017594,0.8082412018971087
feature_3_lag1_autocorr_WINDOW_1,PC53,0.022650906156566897,0.8060208377396219
feature_3_lag1_autocorr_WINDOW_1,PC54,0.0036982255296759553,0.9680228665950434
feature_3_lag1_autocorr_WINDOW_1,PC55,-0.06367869813386035,0.4895871884122348
feature_3_lag1_autocorr_WINDOW_1,PC56,-0.0011111289660247214,0.9903901841836315
feature_3_lag1_autocorr_WINDOW_1,PC57,-0.031679580318338965,0.7312326540342579
feature_3_lag1_autocorr_WINDOW_1,PC58,-0.041927740739011704,0.6493337085876253
feature_3_lag1_autocorr_WINDOW_1,PC59,0.007769095297700299,0.9328841890376822
feature_3_lag1_autocorr_WINDOW_1,PC60,-0.008819659268339386,0.9238341973681896
feature_3_lag1_autocorr_WINDOW_1,PC61,-0.0014107029347500827,0.9877994384183847
feature_3_lag1_autocorr_WINDOW_1,PC62,-0.029597735684206365,0.7482834383757216
feature_3_lag1_autocorr_WINDOW_1,PC63,-0.00752434620368591,0.9349938322916309
feature_3_lag1_autocorr_WINDOW_1,PC64,0.02501931980805925,0.7862013147302324
feature_3_lag1_autocorr_WINDOW_1,PC65,-0.029443527172101892,0.7495514061703775
feature_3_lag1_autocorr_WINDOW_1,PC66,-0.00494304856825703,0.9572682458324379
feature_3_lag1_autocorr_WINDOW_1,PC67,-0.025032754352050313,0.7860892670258385
feature_3_lag1_autocorr_WINDOW_1,PC68,-0.009089168235567043,0.921514057057873
feature_3_lag1_autocorr_WINDOW_1,PC69,-0.005491366609557728,0.9525333848773035
feature_3_lag1_autocorr_WINDOW_1,PC70,0.006158326059878018,0.9467762711261907
feature_3_lag1_autocorr_WINDOW_1,PC71,0.043078943946200834,0.640368412134125
feature_3_lag1_autocorr_WINDOW_1,PC72,-0.0036262973780834123,0.9686444823420249
feature_3_lag1_autocorr_WINDOW_1,PC73,-0.03989695632707643,0.665271217855926
feature_3_lag1_autocorr_WINDOW_1,PC74,-0.043278743887720315,0.6388176343144438
feature_3_lag1_autocorr_WINDOW_1,PC75,-0.028445277691322185,0.757775469532951
feature_3_lag1_autocorr_WINDOW_2,PC1,0.06962357604749836,0.44987546946571005
feature_3_lag1_autocorr_WINDOW_2,PC2,-0.05793518675185356,0.5296544363301704
feature_3_lag1_autocorr_WINDOW_2,PC3,-0.10809205274314385,0.239937907663905
feature_3_lag1_autocorr_WINDOW_2,PC4,-0.16973148765831897,0.06383575011246569
feature_3_lag1_autocorr_WINDOW_2,PC5,0.3137097959126618,0.00048472805356851136
feature_3_lag1_autocorr_WINDOW_2,PC6,0.35705886199251685,6.248366718563494e-05
feature_3_lag1_autocorr_WINDOW_2,PC7,0.07370843040371008,0.42366841789155774
feature_3_lag1_autocorr_WINDOW_2,PC8,0.06928937232481959,0.45205900807557775
feature_3_lag1_autocorr_WINDOW_2,PC9,0.19563662387512123,0.032241949352821334
feature_3_lag1_autocorr_WINDOW_2,PC10,-0.24943570830409978,0.006007006835907058
feature_3_lag1_autocorr_WINDOW_2,PC11,-0.0928859607899211,0.31295166479707515
feature_3_lag1_autocorr_WINDOW_2,PC12,0.12442756000783572,0.17572451440321246
feature_3_lag1_autocorr_WINDOW_2,PC13,-0.05296023087505244,0.5656421772179514
feature_3_lag1_autocorr_WINDOW_2,PC14,-0.26274026536755074,0.0037415651154804382
feature_3_lag1_autocorr_WINDOW_2,PC15,-0.13607087959684439,0.13837182038623844
feature_3_lag1_autocorr_WINDOW_2,PC16,-0.17452258726347541,0.0565922989817689
feature_3_lag1_autocorr_WINDOW_2,PC17,-0.06872363667714743,0.4557687173724763
feature_3_lag1_autocorr_WINDOW_2,PC18,-0.017895348583182015,0.8461779346906653
feature_3_lag1_autocorr_WINDOW_2,PC19,0.08371491356553645,0.36332413325607765
feature_3_lag1_autocorr_WINDOW_2,PC20,0.15730947931597325,0.08617986773892435
feature_3_lag1_autocorr_WINDOW_2,PC21,-0.23972992069889829,0.008359474181653014
feature_3_lag1_autocorr_WINDOW_2,PC22,0.19272541759008463,0.03495177976590395
feature_3_lag1_autocorr_WINDOW_2,PC23,0.18587604039738045,0.042092263247705625
feature_3_lag1_autocorr_WINDOW_2,PC24,-0.1469359596882189,0.109275018426909
feature_3_lag1_autocorr_WINDOW_2,PC25,0.2237684831670423,0.01401642388624168
feature_3_lag1_autocorr_WINDOW_2,PC26,0.17372555345280963,0.057748176032883236
feature_3_lag1_autocorr_WINDOW_2,PC27,0.06314243491322624,0.49325875749399056
feature_3_lag1_autocorr_WINDOW_2,PC28,-0.10867094941474449,0.23741485717093003
feature_3_lag1_autocorr_WINDOW_2,PC29,0.1947001497020206,0.03309356313694965
feature_3_lag1_autocorr_WINDOW_2,PC30,0.09232392084019181,0.31590140123476845
feature_3_lag1_autocorr_WINDOW_2,PC31,0.06292320255002057,0.4947639310554368
feature_3_lag1_autocorr_WINDOW_2,PC32,-0.14608707977372265,0.11136057776937408
feature_3_lag1_autocorr_WINDOW_2,PC33,-0.05603503887037725,0.54326305073258
feature_3_lag1_autocorr_WINDOW_2,PC34,0.008779217468014744,0.9241824071515982
feature_3_lag1_autocorr_WINDOW_2,PC35,0.05569337696224878,0.5457280915743102
feature_3_lag1_autocorr_WINDOW_2,PC36,0.01960235098728544,0.8317124425355629
feature_3_lag1_autocorr_WINDOW_2,PC37,0.012822066364727089,0.8894547056439286
feature_3_lag1_autocorr_WINDOW_2,PC38,-0.05589859256774563,0.5442468341942566
feature_3_lag1_autocorr_WINDOW_2,PC39,-0.13718180213629497,0.13515071110452254
feature_3_lag1_autocorr_WINDOW_2,PC40,-0.042950548892723164,0.6413657894727722
feature_3_lag1_autocorr_WINDOW_2,PC41,-0.042420601956108014,0.6454891854434126
feature_3_lag1_autocorr_WINDOW_2,PC42,-0.08573238428241797,0.35183453139851273
feature_3_lag1_autocorr_WINDOW_2,PC43,-0.023173089364838424,0.8016400057060971
feature_3_lag1_autocorr_WINDOW_2,PC44,-0.09121177110271692,0.3217911959555601
feature_3_lag1_autocorr_WINDOW_2,PC45,-0.12421794388341101,0.1764590612538795
feature_3_lag1_autocorr_WINDOW_2,PC46,-0.00976634634529528,0.91568733975209
feature_3_lag1_autocorr_WINDOW_2,PC47,-0.05789126424039238,0.5299670611288939
feature_3_lag1_autocorr_WINDOW_2,PC48,-0.019059710604165545,0.8363050343181633
feature_3_lag1_autocorr_WINDOW_2,PC49,-0.00211659219946278,0.981695387570551
feature_3_lag1_autocorr_WINDOW_2,PC50,-0.001694142933776975,0.9853483373244981
feature_3_lag1_autocorr_WINDOW_2,PC51,-0.04013749149163312,0.6633755167579448
feature_3_lag1_autocorr_WINDOW_2,PC52,-0.0744525989000242,0.4189909008505381
feature_3_lag1_autocorr_WINDOW_2,PC53,0.0020431345761889007,0.9823305559332631
feature_3_lag1_autocorr_WINDOW_2,PC54,0.0685892772469211,0.45665223329460225
feature_3_lag1_autocorr_WINDOW_2,PC55,-0.019294857186901423,0.8343142047867503
feature_3_lag1_autocorr_WINDOW_2,PC56,0.013165489443184387,0.886513421679543
feature_3_lag1_autocorr_WINDOW_2,PC57,-0.004018375284850079,0.9652563139402073
feature_3_lag1_autocorr_WINDOW_2,PC58,-0.0015424913541174368,0.9866597575637052
feature_3_lag1_autocorr_WINDOW_2,PC59,0.013222653171822536,0.8860239854459889
feature_3_lag1_autocorr_WINDOW_2,PC60,0.031200322761713355,0.7351466333313003
feature_3_lag1_autocorr_WINDOW_2,PC61,-0.02344060215244101,0.7993980929267525
feature_3_lag1_autocorr_WINDOW_2,PC62,-0.01932199593299571,0.8340845063123031
feature_3_lag1_autocorr_WINDOW_2,PC63,0.0031702906293161956,0.9725857951046369
feature_3_lag1_autocorr_WINDOW_2,PC64,0.0032750031790948556,0.9716806919652303
feature_3_lag1_autocorr_WINDOW_2,PC65,-0.06473975858386581,0.4823655623366351
feature_3_lag1_autocorr_WINDOW_2,PC66,0.02525410292281255,0.7842437918119427
feature_3_lag1_autocorr_WINDOW_2,PC67,0.06272307801099411,0.4961400299118039
feature_3_lag1_autocorr_WINDOW_2,PC68,0.005795797972536092,0.9499052486458693
feature_3_lag1_autocorr_WINDOW_2,PC69,0.037774699521389316,0.682087565111149
feature_3_lag1_autocorr_WINDOW_2,PC70,-0.012466356247445146,0.8925028074228284
feature_3_lag1_autocorr_WINDOW_2,PC71,-0.03470895712840468,0.7066557445997579
feature_3_lag1_autocorr_WINDOW_2,PC72,0.02100988124229856,0.8198267040848928
feature_3_lag1_autocorr_WINDOW_2,PC73,0.006460460335648378,0.9441691692102874
feature_3_lag1_autocorr_WINDOW_2,PC74,-0.0002425425872281048,0.9979022753926864
feature_3_lag1_autocorr_WINDOW_2,PC75,0.021492687446333748,0.8157589475625104
feature_3_lag1_autocorr_WINDOW_3,PC1,0.12096556228579848,0.18814720583993264
feature_3_lag1_autocorr_WINDOW_3,PC2,0.09475780176440399,0.3032572782612522
feature_3_lag1_autocorr_WINDOW_3,PC3,-0.039477645394566024,0.6685809336483461
feature_3_lag1_autocorr_WINDOW_3,PC4,0.14778559233297456,0.1072182646651982
feature_3_lag1_autocorr_WINDOW_3,PC5,-0.25352329883805874,0.0052070428933543725
feature_3_lag1_autocorr_WINDOW_3,PC6,0.0023654095041004547,0.979544018552607
feature_3_lag1_autocorr_WINDOW_3,PC7,0.2531857914409831,0.00526929746172032
feature_3_lag1_autocorr_WINDOW_3,PC8,-0.4397589323149955,5.024582539424935e-07
feature_3_lag1_autocorr_WINDOW_3,PC9,0.25596839023979745,0.004775286475409584
feature_3_lag1_autocorr_WINDOW_3,PC10,-0.006811599572187549,0.9411399493850229
feature_3_lag1_autocorr_WINDOW_3,PC11,-0.18390439010212406,0.04436046263661901
feature_3_lag1_autocorr_WINDOW_3,PC12,-0.10891692300835881,0.23634843284488863
feature_3_lag1_autocorr_WINDOW_3,PC13,0.09837293178902759,0.28509794013563533
feature_3_lag1_autocorr_WINDOW_3,PC14,-0.12010068842221157,0.19134814638228673
feature_3_lag1_autocorr_WINDOW_3,PC15,0.1974271242132832,0.030665245714028014
feature_3_lag1_autocorr_WINDOW_3,PC16,-0.12930105068037878,0.1592754917627079
feature_3_lag1_autocorr_WINDOW_3,PC17,0.06897762989760045,0.45410111483016846
feature_3_lag1_autocorr_WINDOW_3,PC18,-0.018933477382056377,0.8373741949472381
feature_3_lag1_autocorr_WINDOW_3,PC19,0.04573640836621052,0.6198712398337987
feature_3_lag1_autocorr_WINDOW_3,PC20,-0.001482459006375142,0.9871789025439845
feature_3_lag1_autocorr_WINDOW_3,PC21,-0.15242891820992033,0.09650779663637923
feature_3_lag1_autocorr_WINDOW_3,PC22,0.0865974710388322,0.3469781920016009
feature_3_lag1_autocorr_WINDOW_3,PC23,-0.03373138099048073,0.714555172017927
feature_3_lag1_autocorr_WINDOW_3,PC24,0.061424291162548786,0.5051195324349822
feature_3_lag1_autocorr_WINDOW_3,PC25,0.06665179616616317,0.46949777807643006
feature_3_lag1_autocorr_WINDOW_3,PC26,-0.26938543572881213,0.0029271364263910903
feature_3_lag1_autocorr_WINDOW_3,PC27,-0.3375415720885215,0.00016314947761900654
feature_3_lag1_autocorr_WINDOW_3,PC28,0.1534840627216908,0.09419595531247638
feature_3_lag1_autocorr_WINDOW_3,PC29,-0.06432233759714243,0.4851997085834586
feature_3_lag1_autocorr_WINDOW_3,PC30,-0.04234171691622989,0.6461038967952392
feature_3_lag1_autocorr_WINDOW_3,PC31,-0.062185235758315575,0.4998483129382547
feature_3_lag1_autocorr_WINDOW_3,PC32,0.05217986489110209,0.5713906073033025
feature_3_lag1_autocorr_WINDOW_3,PC33,0.025825886180118485,0.7794821603384658
feature_3_lag1_autocorr_WINDOW_3,PC34,0.011171186978548645,0.9036141179556958
feature_3_lag1_autocorr_WINDOW_3,PC35,0.07888601475274241,0.39175241268068295
feature_3_lag1_autocorr_WINDOW_3,PC36,0.01811085425125387,0.8443487642857402
feature_3_lag1_autocorr_WINDOW_3,PC37,0.1124723621313216,0.2213063040365212
feature_3_lag1_autocorr_WINDOW_3,PC38,0.11393843480285357,0.21530531784218349
feature_3_lag1_autocorr_WINDOW_3,PC39,-0.02599852014625851,0.7780461139884459
feature_3_lag1_autocorr_WINDOW_3,PC40,0.010138760262006247,0.912484823155584
feature_3_lag1_autocorr_WINDOW_3,PC41,0.05513220131022892,0.5497887395850434
feature_3_lag1_autocorr_WINDOW_3,PC42,0.08310087978473096,0.3668665800305779
feature_3_lag1_autocorr_WINDOW_3,PC43,0.08221623979702405,0.37200741571855617
feature_3_lag1_autocorr_WINDOW_3,PC44,-0.11519960161337153,0.21023642940250012
feature_3_lag1_autocorr_WINDOW_3,PC45,-0.04013656449559556,0.6633828185084197
