PC,Rank,Feature,cos2
PC21,10,feature_7_lag1_autocorr_WINDOW_3,0.039257256932399925
PC21,11,feature_1_block_dominant_freq_WINDOW_3,0.033811319590916156
PC21,12,feature_5_resid_std_WINDOW_1,0.0317127012384842
PC21,13,feature_3_resid_std_WINDOW_2,0.02775954094922876
PC21,14,feature_3_lag1_autocorr_WINDOW_3,0.024270253073158617
PC21,15,feature_6_slope_WINDOW_2,0.02117093313748675
PC21,16,feature_6_dominant_freq_WINDOW_3,0.020724726363508375
PC21,17,feature_5_lag1_autocorr_WINDOW_2,0.019303894905395167
PC21,18,feature_6_lag1_autocorr_WINDOW_1,0.019111457041736186
PC21,19,feature_1_block_resid_std_WINDOW_2,0.017880543527027334
PC21,20,feature_5_dominant_freq_WINDOW_1,0.014540691098343316
PC22,1,feature_7_lag1_autocorr_WINDOW_1,0.09975996994811646
PC22,2,feature_6_slope_WINDOW_1,0.08897241899975396
PC22,3,feature_5_dominant_freq_WINDOW_1,0.0661466884139722
PC22,4,feature_3_resid_std_WINDOW_2,0.06587142031311011
PC22,5,feature_5_lag1_autocorr_WINDOW_1,0.05744378821476508
PC22,6,feature_3_lag1_autocorr_WINDOW_2,0.042356179789587015
PC22,7,feature_5_slope_WINDOW_1,0.04202082017527439
PC22,8,feature_3_dominant_freq_WINDOW_1,0.0341395906368378
PC22,9,feature_1_block_lag1_autocorr_WINDOW_1,0.03395772526226217
PC22,10,feature_3_lag1_autocorr_WINDOW_1,0.03332015111233862
PC22,11,feature_7_lag1_autocorr_WINDOW_2,0.0328817005877578
PC22,12,feature_3_slope_WINDOW_1,0.03267252966003033
PC22,13,feature_5_resid_std_WINDOW_3,0.031834862849610325
PC22,14,feature_3_slope_WINDOW_2,0.030534238035104452
PC22,15,feature_1_block_lag1_autocorr_WINDOW_3,0.029134447140220936
PC22,16,feature_1_block_slope_WINDOW_3,0.02769806194260302
PC22,17,feature_5_lag1_autocorr_WINDOW_2,0.02444376294600567
PC22,18,feature_6_dominant_freq_WINDOW_3,0.022473959107307068
PC22,19,feature_7_slope_WINDOW_1,0.019832304128281214
PC22,20,feature_1_block_dominant_freq_WINDOW_2,0.019070861863866775
PC23,1,feature_6_slope_WINDOW_3,0.09307222381550802
PC23,2,feature_5_lag1_autocorr_WINDOW_1,0.0694754333035822
PC23,3,feature_1_block_dominant_freq_WINDOW_3,0.05452243339584289
PC23,4,feature_1_block_resid_std_WINDOW_3,0.05003863918995962
PC23,5,feature_5_dominant_freq_WINDOW_3,0.04348755051422792
PC23,6,feature_5_lag1_autocorr_WINDOW_2,0.04309210154590667
PC23,7,feature_3_lag1_autocorr_WINDOW_2,0.03959896296588183
PC23,8,feature_3_dominant_freq_WINDOW_2,0.03837801878343963
PC23,9,feature_1_block_resid_std_WINDOW_1,0.033738737125613955
PC23,10,feature_1_block_lag1_autocorr_WINDOW_1,0.029335206743215134
PC23,11,feature_7_slope_WINDOW_3,0.028169263223474045
PC23,12,feature_5_slope_WINDOW_1,0.02814565368290588
PC23,13,feature_6_slope_WINDOW_2,0.025532480133411816
PC23,14,feature_5_dominant_freq_WINDOW_2,0.02216819493996216
PC23,15,feature_6_dominant_freq_WINDOW_3,0.021832156706326985
PC23,16,feature_6_lag1_autocorr_WINDOW_2,0.021537262983351516
PC23,17,feature_1_block_dominant_freq_WINDOW_1,0.019870884988277875
PC23,18,feature_6_lag1_autocorr_WINDOW_1,0.018873878835131915
PC23,19,feature_7_lag1_autocorr_WINDOW_1,0.01879125639380829
PC23,20,feature_3_dominant_freq_WINDOW_1,0.0173187035204768
PC24,1,feature_7_lag1_autocorr_WINDOW_3,0.0883768230159732
PC24,2,feature_5_resid_std_WINDOW_1,0.07984528002805236
PC24,3,feature_3_resid_std_WINDOW_3,0.04997368582852444
PC24,4,feature_1_block_dominant_freq_WINDOW_1,0.04768814813248632
PC24,5,feature_7_slope_WINDOW_3,0.04741403727617951
PC24,6,feature_3_resid_std_WINDOW_1,0.044544514167371714
PC24,7,feature_1_block_lag1_autocorr_WINDOW_1,0.040667845641452725
PC24,8,feature_1_block_dominant_freq_WINDOW_2,0.037028225955274933
PC24,9,feature_1_block_lag1_autocorr_WINDOW_2,0.03280266889277654
PC24,10,feature_3_resid_std_WINDOW_2,0.0305629013259347
PC24,11,feature_5_lag1_autocorr_WINDOW_2,0.02696921381737017
PC24,12,feature_1_block_resid_std_WINDOW_2,0.025938717631779
PC24,13,feature_6_dominant_freq_WINDOW_2,0.02563884051029592
PC24,14,feature_1_block_dominant_freq_WINDOW_3,0.024899991134869407
PC24,15,feature_3_lag1_autocorr_WINDOW_2,0.023557646705020627
PC24,16,feature_6_slope_WINDOW_2,0.022076209406724497
PC24,17,feature_5_slope_WINDOW_2,0.02119178207334208
PC24,18,feature_1_block_resid_std_WINDOW_3,0.020675307584851334
PC24,19,feature_3_slope_WINDOW_3,0.020668683942216732
PC24,20,feature_5_resid_std_WINDOW_2,0.018834984701397224
PC25,1,feature_7_lag1_autocorr_WINDOW_2,0.10704366491233262
PC25,2,feature_5_slope_WINDOW_1,0.07207173784253333
PC25,3,feature_3_lag1_autocorr_WINDOW_2,0.04732461830470574
PC25,4,feature_3_dominant_freq_WINDOW_3,0.04420558432900031
PC25,5,feature_6_lag1_autocorr_WINDOW_1,0.04349405009707248
PC25,6,feature_5_lag1_autocorr_WINDOW_3,0.04023779942287475
PC25,7,feature_6_dominant_freq_WINDOW_1,0.0374319512697668
PC25,8,feature_1_block_lag1_autocorr_WINDOW_3,0.03724311869881788
PC25,9,feature_3_lag1_autocorr_WINDOW_1,0.033270006051221546
PC25,10,feature_1_block_slope_WINDOW_3,0.031740177503013146
PC25,11,feature_5_lag1_autocorr_WINDOW_2,0.03090600404087848
PC25,12,feature_1_block_lag1_autocorr_WINDOW_1,0.025930446313927127
PC25,13,feature_1_block_slope_WINDOW_1,0.023960967501823412
PC25,14,feature_3_slope_WINDOW_3,0.020720347483253968
PC25,15,feature_6_slope_WINDOW_2,0.014327568257303306
PC25,16,feature_1_block_median_WINDOW_1,0.01422164503994711
PC25,17,feature_1_block_dominant_freq_WINDOW_2,0.014088756877159317
PC25,18,feature_7_lag1_autocorr_WINDOW_3,0.013891484349188996
PC25,19,feature_3_dominant_freq_WINDOW_1,0.013483314204152694
PC25,20,feature_5_resid_std_WINDOW_3,0.011676180799998844
PC26,1,feature_6_lag1_autocorr_WINDOW_1,0.08363921011475066
PC26,2,feature_3_lag1_autocorr_WINDOW_3,0.06556974906072612
PC26,3,feature_1_block_slope_WINDOW_2,0.04759510617560917
PC26,4,feature_1_block_median_WINDOW_1,0.04725068665960362
PC26,5,feature_7_lag1_autocorr_WINDOW_3,0.046646418220349206
PC26,6,feature_3_slope_WINDOW_2,0.04491675476328706
PC26,7,feature_6_slope_WINDOW_2,0.04030677675864255
PC26,8,feature_3_lag1_autocorr_WINDOW_1,0.036569440542518185
PC26,9,feature_6_slope_WINDOW_1,0.035684767768117694
PC26,10,feature_1_block_lag1_autocorr_WINDOW_2,0.03429111585510309
PC26,11,feature_1_block_slope_WINDOW_3,0.03230139871019164
PC26,12,feature_3_lag1_autocorr_WINDOW_2,0.030817371754551817
PC26,13,feature_7_lag1_autocorr_WINDOW_1,0.029423891723993525
PC26,14,feature_5_slope_WINDOW_3,0.025720249872157305
PC26,15,feature_1_block_lag1_autocorr_WINDOW_3,0.01334392976287889
PC26,16,feature_1_block_median_WINDOW_2,0.012829172412508427
PC26,17,feature_5_resid_std_WINDOW_1,0.012401818357687309
PC26,18,feature_7_slope_WINDOW_2,0.010323244082142259
PC26,19,feature_3_dominant_freq_WINDOW_2,0.010072281088847702
PC26,20,feature_3_resid_std_WINDOW_2,0.009880899880616847
PC27,1,feature_1_block_lag1_autocorr_WINDOW_3,0.10021800183761884
PC27,2,feature_3_lag1_autocorr_WINDOW_3,0.0982310230913032
PC27,3,feature_5_resid_std_WINDOW_2,0.04675494907708434
PC27,4,feature_3_slope_WINDOW_2,0.03540153241832656
PC27,5,feature_1_block_slope_WINDOW_1,0.030675626237843142
PC27,6,feature_1_block_median_WINDOW_1,0.027275103284560464
PC27,7,feature_1_block_dominant_freq_WINDOW_2,0.023614647503677005
PC27,8,feature_6_slope_WINDOW_3,0.023604742564954165
PC27,9,feature_3_lag1_autocorr_WINDOW_1,0.02133591024758742
PC27,10,feature_5_dominant_freq_WINDOW_2,0.021200916266960766
PC27,11,feature_6_dominant_freq_WINDOW_2,0.020405491961138902
PC27,12,feature_5_median_WINDOW_2,0.020142715334484883
PC27,13,feature_1_block_resid_std_WINDOW_3,0.019583824318927676
PC27,14,feature_6_lag1_autocorr_WINDOW_1,0.01690795421616738
PC27,15,feature_5_slope_WINDOW_1,0.01574651043515043
PC27,16,feature_5_lag1_autocorr_WINDOW_2,0.01569671944466528
PC27,17,feature_3_dominant_freq_WINDOW_2,0.015536661961475106
PC27,18,feature_1_block_dominant_freq_WINDOW_1,0.015371459851238303
PC27,19,feature_5_lag1_autocorr_WINDOW_3,0.012722286994917242
PC27,20,feature_5_median_WINDOW_3,0.012604812207094527
PC28,1,feature_5_slope_WINDOW_2,0.08862611054072121
PC28,2,feature_1_block_dominant_freq_WINDOW_3,0.08319720716015719
PC28,3,feature_6_slope_WINDOW_3,0.05785112302643525
PC28,4,feature_6_slope_WINDOW_1,0.042253475841480675
PC28,5,feature_3_dominant_freq_WINDOW_2,0.041831276265644916
PC28,6,feature_7_lag1_autocorr_WINDOW_1,0.04003682132663043
PC28,7,feature_1_block_lag1_autocorr_WINDOW_1,0.03352938764518085
PC28,8,feature_5_dominant_freq_WINDOW_3,0.029072754933920423
PC28,9,feature_3_lag1_autocorr_WINDOW_2,0.021898037726344535
PC28,10,feature_3_resid_std_WINDOW_2,0.021272898101996417
PC28,11,feature_3_resid_std_WINDOW_1,0.021045970134252034
PC28,12,feature_5_resid_std_WINDOW_3,0.020343898920611312
PC28,13,feature_5_dominant_freq_WINDOW_2,0.019550425494431412
PC28,14,feature_3_slope_WINDOW_3,0.018872367198800928
PC28,15,feature_5_dominant_freq_WINDOW_1,0.01789809046717222
PC28,16,feature_6_lag1_autocorr_WINDOW_1,0.017602592377103154
PC28,17,feature_3_lag1_autocorr_WINDOW_3,0.017512465828846614
PC28,18,feature_5_slope_WINDOW_3,0.013385096261518244
PC28,19,feature_6_dominant_freq_WINDOW_2,0.010382838812505651
PC28,20,feature_6_dominant_freq_WINDOW_3,0.009771323019581151
PC29,1,feature_5_slope_WINDOW_3,0.09348654175632819
PC29,2,feature_5_slope_WINDOW_1,0.077041847904576
PC29,3,feature_3_lag1_autocorr_WINDOW_2,0.04267739656522858
PC29,4,feature_1_block_lag1_autocorr_WINDOW_1,0.0416993827432272
PC29,5,feature_3_dominant_freq_WINDOW_3,0.03945947398802878
PC29,6,feature_3_resid_std_WINDOW_2,0.034957209798303704
PC29,7,feature_5_lag1_autocorr_WINDOW_1,0.033549261964907824
PC29,8,feature_6_slope_WINDOW_1,0.031063682461357368
PC29,9,feature_1_block_slope_WINDOW_3,0.02504160340480162
PC29,10,feature_6_dominant_freq_WINDOW_2,0.024269792747677186
PC29,11,feature_5_dominant_freq_WINDOW_1,0.022977129965598066
PC29,12,feature_3_dominant_freq_WINDOW_2,0.017460529118996513
PC29,13,feature_1_block_lag1_autocorr_WINDOW_2,0.017386817899202836
PC29,14,feature_3_resid_std_WINDOW_1,0.016521232885739263
PC29,15,feature_1_block_resid_std_WINDOW_2,0.013211298042852482
PC29,16,feature_5_dominant_freq_WINDOW_3,0.011111159336821469
PC29,17,feature_3_lag1_autocorr_WINDOW_1,0.00927237362810112
PC29,18,feature_7_slope_WINDOW_3,0.00830447902769047
PC29,19,feature_7_lag1_autocorr_WINDOW_2,0.007954907075062358
PC29,20,feature_1_block_slope_WINDOW_2,0.007647292112476204
PC30,1,feature_6_slope_WINDOW_3,0.06452958850754857
PC30,2,feature_5_resid_std_WINDOW_2,0.05817198287201056
PC30,3,feature_5_lag1_autocorr_WINDOW_3,0.05441776621848576
PC30,4,feature_3_resid_std_WINDOW_1,0.051026968614605026
PC30,5,feature_3_dominant_freq_WINDOW_1,0.04909938454937565
PC30,6,feature_3_resid_std_WINDOW_3,0.04539755773197158
PC30,7,feature_1_block_lag1_autocorr_WINDOW_2,0.03665461924881988
PC30,8,feature_1_block_resid_std_WINDOW_3,0.03453149039484488
PC30,9,feature_3_slope_WINDOW_3,0.027083895546806142
PC30,10,feature_1_block_lag1_autocorr_WINDOW_1,0.022967630072144817
PC30,11,feature_3_lag1_autocorr_WINDOW_1,0.018565452614847607
PC30,12,feature_6_dominant_freq_WINDOW_2,0.016278914836686628
PC30,13,feature_5_resid_std_WINDOW_3,0.01588501587915053
PC30,14,feature_1_block_lag1_autocorr_WINDOW_3,0.013587027707004831
PC30,15,feature_3_dominant_freq_WINDOW_2,0.010510795417492171
PC30,16,feature_3_lag1_autocorr_WINDOW_2,0.010271800214042157
PC30,17,feature_6_slope_WINDOW_1,0.009818675832357156
PC30,18,feature_7_slope_WINDOW_3,0.00920027653765314
PC30,19,feature_5_dominant_freq_WINDOW_1,0.008721384639431716
PC30,20,feature_6_resid_std_WINDOW_1,0.008195640868744018
PC31,1,feature_6_dominant_freq_WINDOW_1,0.0827740974371491
PC31,2,feature_5_slope_WINDOW_1,0.06228370032106594
PC31,3,feature_7_lag1_autocorr_WINDOW_3,0.05235836560826907
PC31,4,feature_5_lag1_autocorr_WINDOW_3,0.04633788661291521
PC31,5,feature_7_lag1_autocorr_WINDOW_2,0.044187169381046956
PC31,6,feature_1_block_dominant_freq_WINDOW_3,0.03443737539554923
PC31,7,feature_7_lag1_autocorr_WINDOW_1,0.03279554893505564
PC31,8,feature_3_dominant_freq_WINDOW_2,0.02904854453493599
PC31,9,feature_5_slope_WINDOW_2,0.01896973653408852
PC31,10,feature_6_slope_WINDOW_1,0.016779531507148216
PC31,11,feature_1_block_resid_std_WINDOW_3,0.015607731401139722
PC31,12,feature_1_block_lag1_autocorr_WINDOW_1,0.014946906159069847
PC31,13,feature_1_block_slope_WINDOW_1,0.01388921546419455
PC31,14,feature_1_block_median_WINDOW_1,0.012603826292333961
PC31,15,feature_5_median_WINDOW_1,0.012249730851414975
PC31,16,feature_5_dominant_freq_WINDOW_2,0.010740253871749116
PC31,17,feature_3_lag1_autocorr_WINDOW_1,0.010473444150268671
PC31,18,feature_5_median_WINDOW_2,0.009938010936229077
PC31,19,feature_1_block_slope_WINDOW_3,0.0079225825233652
PC31,20,feature_5_median_WINDOW_3,0.006627314657736002
PC32,1,feature_1_block_lag1_autocorr_WINDOW_1,0.04972672032386534
PC32,2,feature_6_slope_WINDOW_1,0.042493268465428266
PC32,3,feature_6_slope_WINDOW_2,0.04228454077493231
PC32,4,feature_3_resid_std_WINDOW_2,0.03860854846925731
PC32,5,feature_3_slope_WINDOW_2,0.03481725183661963
PC32,6,feature_6_dominant_freq_WINDOW_3,0.026847830978824504
PC32,7,feature_3_lag1_autocorr_WINDOW_2,0.026745315346779097
PC32,8,feature_6_dominant_freq_WINDOW_2,0.025952180099275628
PC32,9,feature_5_resid_std_WINDOW_3,0.02270672281168456
PC32,10,feature_6_dominant_freq_WINDOW_1,0.022296270650208425
PC32,11,feature_5_lag1_autocorr_WINDOW_3,0.02095413530184202
PC32,12,feature_5_lag1_autocorr_WINDOW_2,0.017163658894055394
PC32,13,feature_6_slope_WINDOW_3,0.016946306888019243
PC32,14,feature_3_dominant_freq_WINDOW_3,0.016876722810118337
PC32,15,feature_3_resid_std_WINDOW_3,0.01599517709421571
PC32,16,feature_5_lag1_autocorr_WINDOW_1,0.012086401760825106
PC32,17,feature_1_block_resid_std_WINDOW_1,0.01167050828840598
PC32,18,feature_3_dominant_freq_WINDOW_2,0.010855089593551696
PC32,19,feature_1_block_dominant_freq_WINDOW_1,0.010741757405799253
PC32,20,feature_7_lag1_autocorr_WINDOW_1,0.008640653926053227
PC33,1,feature_3_dominant_freq_WINDOW_3,0.06805903813785529
PC33,2,feature_3_resid_std_WINDOW_1,0.03536011040645459
PC33,3,feature_6_slope_WINDOW_2,0.03456979285565963
PC33,4,feature_5_resid_std_WINDOW_2,0.03177273076448862
PC33,5,feature_5_slope_WINDOW_2,0.0309082080846436
PC33,6,feature_6_dominant_freq_WINDOW_1,0.02938764785766233
PC33,7,feature_1_block_lag1_autocorr_WINDOW_3,0.021572429345995025
PC33,8,feature_5_median_WINDOW_3,0.017156659129246372
PC33,9,feature_5_slope_WINDOW_3,0.015203590228309522
PC33,10,feature_6_lag1_autocorr_WINDOW_1,0.014449765419389273
PC33,11,feature_1_block_slope_WINDOW_1,0.014019602928913641
PC33,12,feature_5_median_WINDOW_1,0.013263515302995653
PC33,13,feature_1_block_median_WINDOW_1,0.013147329264118593
PC33,14,feature_5_median_WINDOW_2,0.013045279533272941
PC33,15,feature_1_block_slope_WINDOW_3,0.010647024312402055
PC33,16,feature_5_resid_std_WINDOW_3,0.010419444567026013
PC33,17,feature_5_lag1_autocorr_WINDOW_3,0.010371637767012009
PC33,18,feature_3_median_WINDOW_2,0.009742485037627688
PC33,19,feature_3_resid_std_WINDOW_2,0.009042605837975058
PC33,20,feature_5_dominant_freq_WINDOW_3,0.008936586217541759
PC34,1,feature_6_slope_WINDOW_2,0.04433886516290056
PC34,2,feature_5_slope_WINDOW_1,0.03426077924940542
PC34,3,feature_5_resid_std_WINDOW_2,0.03198968268623483
PC34,4,feature_7_slope_WINDOW_3,0.02932946257211229
PC34,5,feature_6_slope_WINDOW_3,0.023945346768252333
PC34,6,feature_3_lag1_autocorr_WINDOW_1,0.023757299607438855
PC34,7,feature_5_lag1_autocorr_WINDOW_1,0.02219775959923074
PC34,8,feature_7_lag1_autocorr_WINDOW_1,0.02058130249383531
PC34,9,feature_5_dominant_freq_WINDOW_2,0.019214846811395726
PC34,10,feature_6_lag1_autocorr_WINDOW_3,0.018578821436764852
PC34,11,feature_1_block_dominant_freq_WINDOW_2,0.017452864829583945
PC34,12,feature_1_block_dominant_freq_WINDOW_3,0.016531504977086154
PC34,13,feature_6_dominant_freq_WINDOW_3,0.015903939031100385
PC34,14,feature_5_resid_std_WINDOW_3,0.014441009268712592
PC34,15,feature_3_resid_std_WINDOW_1,0.014196809308235208
PC34,16,feature_7_lag1_autocorr_WINDOW_2,0.013099601388601726
PC34,17,feature_1_block_dominant_freq_WINDOW_1,0.013098504907378251
PC34,18,feature_6_dominant_freq_WINDOW_2,0.012598652198380913
PC34,19,feature_5_resid_std_WINDOW_1,0.01227994668686094
PC34,20,feature_3_dominant_freq_WINDOW_2,0.00924351386401919
PC35,1,feature_6_lag1_autocorr_WINDOW_1,0.07798710193016103
PC35,2,feature_1_block_slope_WINDOW_3,0.04313382381065887
PC35,3,feature_6_dominant_freq_WINDOW_2,0.03499362247426696
PC35,4,feature_3_dominant_freq_WINDOW_3,0.02720389419268974
PC35,5,feature_3_lag1_autocorr_WINDOW_1,0.026864237811079793
PC35,6,feature_3_resid_std_WINDOW_1,0.02636787668930992
PC35,7,feature_6_dominant_freq_WINDOW_3,0.02608905493803884
PC35,8,feature_5_lag1_autocorr_WINDOW_3,0.022478027608286422
PC35,9,feature_1_block_resid_std_WINDOW_3,0.016554013136967447
PC35,10,feature_7_slope_WINDOW_3,0.016339859739810916
PC35,11,feature_5_dominant_freq_WINDOW_3,0.015510689756599163
PC35,12,feature_3_slope_WINDOW_2,0.014072643644169734
PC35,13,feature_7_lag1_autocorr_WINDOW_2,0.012552962211251541
PC35,14,feature_3_slope_WINDOW_3,0.011250458271080448
PC35,15,feature_3_resid_std_WINDOW_3,0.008600045315592456
PC35,16,feature_5_dominant_freq_WINDOW_2,0.008576002958315303
PC35,17,feature_3_lag1_autocorr_WINDOW_3,0.007758784639976349
PC35,18,feature_3_lag1_autocorr_WINDOW_2,0.00697873134941229
PC35,19,feature_1_block_resid_std_WINDOW_1,0.006494890077064078
PC35,20,feature_6_slope_WINDOW_2,0.006050104451634988
PC36,1,feature_5_dominant_freq_WINDOW_2,0.09769756261623089
PC36,2,feature_5_lag1_autocorr_WINDOW_2,0.07238819967950448
PC36,3,feature_5_dominant_freq_WINDOW_1,0.03333092119923521
PC36,4,feature_5_slope_WINDOW_1,0.01867247665773003
PC36,5,feature_5_resid_std_WINDOW_1,0.018284951304340945
PC36,6,feature_1_block_lag1_autocorr_WINDOW_2,0.015427850705437564
PC36,7,feature_7_slope_WINDOW_3,0.015354698727865069
PC36,8,feature_5_dominant_freq_WINDOW_3,0.014106349622550817
PC36,9,feature_7_lag1_autocorr_WINDOW_2,0.012728317408714438
PC36,10,feature_3_slope_WINDOW_2,0.012310094821357939
PC36,11,feature_3_slope_WINDOW_3,0.012181713684557803
PC36,12,feature_1_block_resid_std_WINDOW_2,0.012112483576361835
PC36,13,feature_3_resid_std_WINDOW_3,0.010794500858156489
PC36,14,feature_3_resid_std_WINDOW_2,0.010108281624040974
PC36,15,feature_1_block_resid_std_WINDOW_3,0.009368911986159146
PC36,16,feature_3_median_WINDOW_3,0.008126811011262844
PC36,17,feature_5_lag1_autocorr_WINDOW_1,0.007472703482600078
PC36,18,feature_3_dominant_freq_WINDOW_3,0.00686196130547287
PC36,19,feature_5_slope_WINDOW_2,0.0059464786058887826
PC36,20,feature_3_dominant_freq_WINDOW_1,0.005487928471609045
PC37,1,feature_1_block_lag1_autocorr_WINDOW_2,0.03067248960122912
PC37,2,feature_1_block_dominant_freq_WINDOW_2,0.030659307135294793
PC37,3,feature_5_resid_std_WINDOW_3,0.026775690393633388
PC37,4,feature_5_lag1_autocorr_WINDOW_1,0.026280470803734506
PC37,5,feature_3_lag1_autocorr_WINDOW_1,0.02334316536920738
PC37,6,feature_3_dominant_freq_WINDOW_2,0.020065519785238167
PC37,7,feature_1_block_slope_WINDOW_1,0.0195281823080544
PC37,8,feature_1_block_resid_std_WINDOW_3,0.01941057261068858
PC37,9,feature_5_lag1_autocorr_WINDOW_2,0.016752265878699248
PC37,10,feature_7_slope_WINDOW_3,0.0127710589454813
PC37,11,feature_3_resid_std_WINDOW_2,0.011188191773946383
PC37,12,feature_1_block_median_WINDOW_1,0.01113709151513292
PC37,13,feature_1_block_dominant_freq_WINDOW_3,0.010952253268599754
PC37,14,feature_6_dominant_freq_WINDOW_1,0.010412216402846513
PC37,15,feature_6_dominant_freq_WINDOW_3,0.010165073594093065
PC37,16,feature_3_slope_WINDOW_1,0.009963487633672207
PC37,17,feature_1_block_median_WINDOW_3,0.009721357313872196
PC37,18,feature_1_block_median_WINDOW_2,0.009403463608296749
PC37,19,feature_5_resid_std_WINDOW_2,0.008996344980924333
PC37,20,feature_3_dominant_freq_WINDOW_1,0.008808601733148827
PC38,1,feature_1_block_dominant_freq_WINDOW_3,0.03767184444848397
PC38,2,feature_1_block_resid_std_WINDOW_3,0.03253074091034776
PC38,3,feature_6_dominant_freq_WINDOW_3,0.026330928278476894
PC38,4,feature_1_block_dominant_freq_WINDOW_2,0.0263297034094751
PC38,5,feature_5_resid_std_WINDOW_1,0.018724236586286004
PC38,6,feature_3_dominant_freq_WINDOW_1,0.017680778261554956
PC38,7,feature_6_slope_WINDOW_2,0.01481027436918881
PC38,8,feature_3_lag1_autocorr_WINDOW_3,0.013602915764464844
PC38,9,feature_6_dominant_freq_WINDOW_2,0.01317975184378172
PC38,10,feature_6_median_WINDOW_3,0.012846778929481377
PC38,11,feature_6_median_WINDOW_2,0.012803219595068669
PC38,12,feature_6_median_WINDOW_1,0.012467807149635005
PC38,13,feature_6_slope_WINDOW_3,0.011613997453160944
PC38,14,feature_7_slope_WINDOW_2,0.011367524819579993
PC38,15,feature_1_block_resid_std_WINDOW_1,0.010347038348823022
PC38,16,feature_6_dominant_freq_WINDOW_1,0.009937818549661533
PC38,17,feature_3_lag1_autocorr_WINDOW_1,0.009064301792814545
PC38,18,feature_1_block_lag1_autocorr_WINDOW_1,0.008507077163371839
PC38,19,feature_7_lag1_autocorr_WINDOW_3,0.00802142099885744
PC38,20,feature_5_lag1_autocorr_WINDOW_3,0.007398488266390592
PC39,1,feature_6_lag1_autocorr_WINDOW_1,0.043399281959882755
PC39,2,feature_7_lag1_autocorr_WINDOW_3,0.03696781111459156
PC39,3,feature_5_lag1_autocorr_WINDOW_3,0.03295998965251322
PC39,4,feature_3_resid_std_WINDOW_1,0.01824819755608299
PC39,5,feature_3_lag1_autocorr_WINDOW_2,0.01790354030972194
PC39,6,feature_5_resid_std_WINDOW_3,0.01763996360722662
PC39,7,feature_1_block_slope_WINDOW_2,0.016790524480987706
PC39,8,feature_1_block_slope_WINDOW_1,0.014939327626726224
PC39,9,feature_5_lag1_autocorr_WINDOW_1,0.012057768513534604
PC39,10,feature_6_slope_WINDOW_3,0.011768358839543781
PC39,11,feature_7_lag1_autocorr_WINDOW_2,0.011101280825581514
PC39,12,feature_3_dominant_freq_WINDOW_3,0.009495525640462996
PC39,13,feature_6_resid_std_WINDOW_2,0.009482891177847697
PC39,14,feature_6_dominant_freq_WINDOW_2,0.007164829106123488
PC39,15,feature_7_lag1_autocorr_WINDOW_1,0.006693416956242316
PC39,16,feature_1_block_dominant_freq_WINDOW_3,0.006554470594162028
PC39,17,feature_1_block_resid_std_WINDOW_1,0.006342633348702802
PC39,18,feature_1_block_median_WINDOW_1,0.005846002343177859
PC39,19,feature_6_dominant_freq_WINDOW_3,0.005604150137731227
PC39,20,feature_5_dominant_freq_WINDOW_2,0.005191741755995952
PC40,1,feature_1_block_resid_std_WINDOW_3,0.03763766462889717
PC40,2,feature_6_dominant_freq_WINDOW_2,0.02729984245491025
PC40,3,feature_5_lag1_autocorr_WINDOW_3,0.02418563648165595
PC40,4,feature_1_block_dominant_freq_WINDOW_3,0.020901006889307277
PC40,5,feature_1_block_dominant_freq_WINDOW_2,0.019268567386939266
PC40,6,feature_5_dominant_freq_WINDOW_3,0.016802847364119865
PC40,7,feature_5_slope_WINDOW_3,0.015251731453602852
PC40,8,feature_3_lag1_autocorr_WINDOW_1,0.013350506069438309
PC40,9,feature_1_block_resid_std_WINDOW_1,0.01302954544915815
PC40,10,feature_5_lag1_autocorr_WINDOW_2,0.011908259624682643
PC40,11,feature_7_lag1_autocorr_WINDOW_2,0.011905135517990151
PC40,12,feature_3_slope_WINDOW_3,0.011807933787336739
PC40,13,feature_1_block_lag1_autocorr_WINDOW_1,0.010676328786907718
PC40,14,feature_5_resid_std_WINDOW_1,0.010100680491668932
PC40,15,feature_6_dominant_freq_WINDOW_1,0.009753889489479426
PC40,16,feature_6_slope_WINDOW_2,0.007544958004867873
PC40,17,feature_5_resid_std_WINDOW_3,0.007038554942540748
PC40,18,feature_3_dominant_freq_WINDOW_2,0.006522839795381545
PC40,19,feature_7_slope_WINDOW_2,0.005924170683929923
PC40,20,feature_3_slope_WINDOW_2,0.004906820836498356
PC41,1,feature_1_block_lag1_autocorr_WINDOW_3,0.03943350552316632
PC41,2,feature_1_block_lag1_autocorr_WINDOW_1,0.02081005249133671
PC41,3,feature_1_block_resid_std_WINDOW_2,0.019417616320666634
PC41,4,feature_5_slope_WINDOW_3,0.014983134916744864
PC41,5,feature_3_lag1_autocorr_WINDOW_3,0.014378882792148603
PC41,6,feature_3_slope_WINDOW_2,0.011795481016161721
PC41,7,feature_7_slope_WINDOW_3,0.01122579191208467
PC41,8,feature_7_lag1_autocorr_WINDOW_2,0.011207556456324012
PC41,9,feature_1_block_slope_WINDOW_1,0.010756411611365292
PC41,10,feature_6_dominant_freq_WINDOW_1,0.010620450493766006
PC41,11,feature_1_block_resid_std_WINDOW_3,0.010352476091283596
PC41,12,feature_6_lag1_autocorr_WINDOW_2,0.010201047134803229
PC41,13,feature_3_dominant_freq_WINDOW_1,0.009610904374101267
PC41,14,feature_6_slope_WINDOW_1,0.00954448017771839
